# Generated from NASA TM-4302 polynomial model (Jackson & Cruz 1992) by generate_aero_tables.py
# rows: alpha -10.0..30.0 deg, cols: beta -10.0..10.0 deg
-2.299999999999999961e-02,-2.069999999999999965e-02,-1.839999999999999969e-02,-1.609999999999999973e-02,-1.379999999999999977e-02,-1.149999999999999981e-02,-9.199999999999999845e-03,-6.899999999999999883e-03,-4.599999999999999922e-03,-2.299999999999999961e-03,0.000000000000000000e+00,2.299999999999999961e-03,4.599999999999999922e-03,6.899999999999999883e-03,9.199999999999999845e-03,1.149999999999999981e-02,1.379999999999999977e-02,1.609999999999999973e-02,1.839999999999999969e-02,2.069999999999999965e-02,2.299999999999999961e-02
-2.400000000000000050e-02,-2.160000000000000114e-02,-1.919999999999999832e-02,-1.679999999999999896e-02,-1.439999999999999961e-02,-1.200000000000000025e-02,-9.600000000000000894e-03,-7.199999999999999803e-03,-4.800000000000000447e-03,-2.400000000000000223e-03,0.000000000000000000e+00,2.400000000000000223e-03,4.800000000000000447e-03,7.199999999999999803e-03,9.600000000000000894e-03,1.200000000000000025e-02,1.439999999999999961e-02,1.679999999999999896e-02,1.919999999999999832e-02,2.160000000000000114e-02,2.400000000000000050e-02
-2.500000000000000139e-02,-2.249999999999999917e-02,-2.000000000000000042e-02,-1.750000000000000167e-02,-1.500000000000000291e-02,-1.250000000000000069e-02,-1.000000000000000021e-02,-7.500000000000000590e-03,-5.000000000000000104e-03,-2.500000000000000052e-03,0.000000000000000000e+00,2.500000000000000052e-03,5.000000000000000104e-03,7.500000000000000590e-03,1.000000000000000021e-02,1.250000000000000069e-02,1.500000000000000291e-02,1.750000000000000167e-02,2.000000000000000042e-02,2.249999999999999917e-02,2.500000000000000139e-02
-2.599999999999999881e-02,-2.340000000000000066e-02,-2.079999999999999905e-02,-1.820000000000000090e-02,-1.559999999999999928e-02,-1.299999999999999940e-02,-1.039999999999999952e-02,-7.800000000000000509e-03,-5.200000000000000629e-03,-2.600000000000000314e-03,0.000000000000000000e+00,2.600000000000000314e-03,5.200000000000000629e-03,7.800000000000000509e-03,1.039999999999999952e-02,1.299999999999999940e-02,1.559999999999999928e-02,1.820000000000000090e-02,2.079999999999999905e-02,2.340000000000000066e-02,2.599999999999999881e-02
-2.699999999999999969e-02,-2.430000000000000215e-02,-2.160000000000000114e-02,-1.890000000000000013e-02,-1.620000000000000259e-02,-1.349999999999999985e-02,-1.080000000000000057e-02,-8.099999999999999561e-03,-5.400000000000000286e-03,-2.700000000000000143e-03,0.000000000000000000e+00,2.700000000000000143e-03,5.400000000000000286e-03,8.099999999999999561e-03,1.080000000000000057e-02,1.349999999999999985e-02,1.620000000000000259e-02,1.890000000000000013e-02,2.160000000000000114e-02,2.430000000000000215e-02,2.699999999999999969e-02
-2.799999999999999711e-02,-2.520000000000000018e-02,-2.239999999999999977e-02,-1.959999999999999937e-02,-1.679999999999999896e-02,-1.399999999999999856e-02,-1.119999999999999989e-02,-8.400000000000001216e-03,-5.600000000000000810e-03,-2.800000000000000405e-03,0.000000000000000000e+00,2.800000000000000405e-03,5.600000000000000810e-03,8.400000000000001216e-03,1.119999999999999989e-02,1.399999999999999856e-02,1.679999999999999896e-02,1.959999999999999937e-02,2.239999999999999977e-02,2.520000000000000018e-02,2.799999999999999711e-02
-3.039999999999999994e-02,-2.735999999999999890e-02,-2.431999999999999787e-02,-2.128000000000000030e-02,-1.824000000000000274e-02,-1.519999999999999997e-02,-1.229333333333333320e-02,-9.386666666666668157e-03,-6.480000000000000517e-03,-3.240000000000000258e-03,0.000000000000000000e+00,3.240000000000000258e-03,6.480000000000000517e-03,9.386666666666668157e-03,1.229333333333333320e-02,1.519999999999999997e-02,1.824000000000000274e-02,2.128000000000000030e-02,2.431999999999999787e-02,2.735999999999999890e-02,3.039999999999999994e-02
-3.279999999999999583e-02,-2.951999999999999763e-02,-2.623999999999999944e-02,-2.295999999999999777e-02,-1.968000000000000305e-02,-1.639999999999999791e-02,-1.338666666666666477e-02,-1.037333333333333336e-02,-7.360000000000000223e-03,-3.680000000000000111e-03,0.000000000000000000e+00,3.680000000000000111e-03,7.360000000000000223e-03,1.037333333333333336e-02,1.338666666666666477e-02,1.639999999999999791e-02,1.968000000000000305e-02,2.295999999999999777e-02,2.623999999999999944e-02,2.951999999999999763e-02,3.279999999999999583e-02
-3.520000000000000212e-02,-3.167999999999999983e-02,-2.816000000000000100e-02,-2.464000000000000218e-02,-2.111999999999999988e-02,-1.760000000000000106e-02,-1.447999999999999982e-02,-1.136000000000000204e-02,-8.240000000000000796e-03,-4.120000000000000398e-03,0.000000000000000000e+00,4.120000000000000398e-03,8.240000000000000796e-03,1.136000000000000204e-02,1.447999999999999982e-02,1.760000000000000106e-02,2.111999999999999988e-02,2.464000000000000218e-02,2.816000000000000100e-02,3.167999999999999983e-02,3.520000000000000212e-02
-3.760000000000000148e-02,-3.383999999999999508e-02,-3.007999999999999563e-02,-2.631999999999999618e-02,-2.256000000000000019e-02,-1.880000000000000074e-02,-1.557333333333333139e-02,-1.234666666666666551e-02,-9.119999999999999635e-03,-4.559999999999999817e-03,0.000000000000000000e+00,4.559999999999999817e-03,9.119999999999999635e-03,1.234666666666666551e-02,1.557333333333333139e-02,1.880000000000000074e-02,2.256000000000000019e-02,2.631999999999999618e-02,3.007999999999999563e-02,3.383999999999999508e-02,3.760000000000000148e-02
